id,project_id,name,initial_investment,operating_costs,expected_revenue,duration_months,roi,project_date
proj_730,project_id:03,Project 730,146152.07877389627,"[5674.211294225694, 4902.625151608454, 4953.154423116859, 4526.2715740336425, 6667.240164548659, 4409.686544000045, 6646.748859143123, 5030.055514173573, 6355.4494339772355, 4007.101964822646, 4150.649114210891, 4968.109570942989, 4226.628137008138, 6785.892675067904, 4786.284932040954]","[10972.435549191887, 8604.590260123532, 11359.281163538923, 11739.539796245539, 9413.681901421727, 10270.536069485934, 11132.074902192287, 8574.665645508941, 9034.2639656169, 9970.74068694859, 11143.136236629449, 11054.94164358199, 8261.473544337803, 10606.867591413915, 11211.116504355237]",15,-48.50621575892791,2020-04-04 12:14:32.023190
proj_753,project_id:03,Project 753,58218.0941247492,"[5688.863216586718, 4464.354017306186, 6146.35721811441, 4140.940146583391, 4963.244462923387, 4756.9990057847335, 5594.287571474123, 4494.078584862812, 5460.680202804595, 6035.286533522365, 4762.460848674594, 4309.306228661942, 6646.367876639509, 6867.951002420458, 6405.238065902662, 4684.598611250821, 6410.72552333932, 5072.975048661347, 4231.815681884103, 6998.969076091185, 5840.645738361164, 6786.62137224002]","[9406.036273878404, 9485.57543326631, 8649.657243232581, 9099.748340762659, 8541.20058872056, 10361.083162124116, 9081.888452035644, 10196.661271331708, 9003.51864697253, 8470.355956301593, 10881.304717647196, 8725.809603484835, 10898.910321936504, 11151.930514196032, 8510.164113423842, 9779.351737022187, 11665.887674486363, 8022.019636543675, 9017.758761945563, 11476.831268777825, 11792.988077149681, 8498.67990971955]",22,57.948481573151575,2020-04-04 12:14:32.024232
proj_419,project_id:03,Project 419,58689.723619435805,"[6148.691588120448, 4168.849572590483, 5916.6505171719455, 6559.780981887004, 6987.6424121967975, 6085.244693061985, 6679.55260190782, 4949.81904199781, 5208.840913423828, 4209.463453972375, 4893.986708357846, 6214.091923770395, 5619.816828192491, 4199.890040611115, 5901.832692800793, 6016.290672198387, 5435.688739069504, 4948.691883911717, 4246.959652071132]","[11261.42196407596, 8932.53747050234, 9459.761902422864, 11470.046407341624, 8196.38625129277, 9769.579017145323, 8822.551459762566, 11349.41764948586, 8545.159400772667, 8087.805576488941, 8563.100169846555, 11835.093577801454, 10506.313387650232, 11817.614719994755, 8888.18553305665, 9030.975228351519, 11450.400165446721, 11421.048501178751, 10495.485607225257]",19,45.70029265602288,2020-04-06 12:14:32.014187
proj_160,project_id:03,Project 160,134609.69523409696,"[5026.135810510316, 5044.696728538729, 6728.241243266617, 6185.6445203757185, 6835.257157950256, 5409.590079202568, 5283.481334816581, 4659.213488680376, 4395.923699396015, 5765.224099219114, 6340.020463128365, 4907.115685941173, 5533.760770273034, 5589.508156600243, 6527.848811832753, 5355.332636854606, 5354.379843742914, 4712.4974012556195, 6818.0650935772765]","[8974.298539062258, 11141.445173646902, 10502.3120704316, 8268.140540846816, 8333.720610050132, 8943.186199676951, 11228.602452340936, 11580.751006466106, 10960.736702834143, 11826.573825948513, 8578.238215291178, 11920.421726022987, 9198.379395928145, 8475.935163811106, 8400.70706506812, 10782.623646567625, 11525.38137275443, 10685.862733147467, 10273.458459957117]",19,-36.75876189553477,2020-04-07 12:14:32.006155
proj_516,project_id:03,Project 516,54897.084542777986,"[6937.330889840423, 4992.072281904189, 5311.159423502867, 5807.028426572523, 6201.857424556185, 6481.347578478668, 5353.544923587676, 4164.226305302857, 6484.514762955827, 6647.7896524247535, 6446.612897482331, 5844.462063134154, 6286.0702156104, 4073.211735982258, 5833.880533309604, 6351.335411731257, 4763.671751738313, 4712.655212388087, 5553.985107358929, 5939.025510702531, 5132.128544501238, 5770.215808803884, 5688.8990614596005, 5929.790994568364, 4281.927670220093, 6627.784110435527, 4338.90292162136, 5529.66508820124, 5736.799682860289, 4240.6440380453305, 5319.611733733911]","[8000.12466703737, 11839.17343052715, 11763.45297297066, 11081.36081369012, 10688.166061958644, 10516.393726473863, 9270.357524694691, 10063.547611175602, 8576.224417400947, 9460.48676693547, 10604.557355432271, 10064.67515243485, 9508.534331010316, 8893.665068377406, 11137.866740224965, 9097.907427538854, 11021.348798253757, 11083.929954701905, 8002.554832394079, 11351.135479937442, 11538.241179197494, 11392.515818330303, 8265.302373243256, 9189.785668577379, 9830.828182310848, 9502.409371171225, 8103.626043424447, 8315.147290599874, 9448.78613494912, 11738.954177694826, 9121.461057019911]",31,147.17226751985174,2020-04-09 12:14:32.018226
proj_118,project_id:03,Project 118,123315.07196875698,"[6723.001630941404, 4478.921642421833, 6055.534685242906, 6250.567214142012, 6604.142912130072, 4672.52936722912, 6068.232719222607, 4930.476014531049, 6742.807324535994, 6112.821568646106, 4223.254261358899, 4992.092231818781, 4610.814879816978, 4173.003762503599, 5428.464699433902, 5893.766903674761, 5073.047383234502, 4031.4250369073734, 4056.783532563807, 6895.727468608504, 6760.956878789708, 5160.004889515119, 6121.876553890897]","[8899.272612883093, 9197.272265336074, 9601.062596948243, 10171.786973527936, 11404.149827139125, 9463.588168451917, 8446.199944547427, 9180.074891802778, 9085.322029041763, 9786.038726141072, 11000.818901317096, 10787.317168596985, 10577.624835040453, 10083.009291414117, 8168.2373323581105, 8473.958072451791, 11339.745823921514, 10492.936152145543, 10170.16266704018, 8495.784542671972, 11523.821426097245, 11078.720906065835, 8030.9576504942725]",23,-19.395409127719677,2020-04-10 12:14:32.005155
proj_61,project_id:03,Project 61,85215.89684887564,"[4069.228441223497, 5110.786414288537, 4487.647972319016, 4099.345717185484, 5047.139676287544, 4332.932017952037, 5637.741789352148, 5807.455532012502, 6904.576374895914, 4239.682016479586, 6459.493789034314, 5635.543950316547, 4774.913886264042, 5590.7329950963585, 6030.015267042533, 4263.929238604713, 5038.102083214092, 4332.764798599012, 5126.745139687195, 5383.891864329596, 6987.038038628822]","[9860.29346347804, 10228.379678368156, 11766.421912947622, 8389.6370628523, 10629.247219818855, 9450.86933696174, 9368.960495371342, 11637.119715926208, 11859.095734237415, 9999.260585060902, 8140.072004413829, 8535.522284303755, 8596.656827310604, 10474.830886753636, 11191.84307555863, 9475.236417537639, 9814.349897625369, 10554.684895000388, 9090.215343451275, 10848.775251161562, 9903.852505342697]",21,17.88365939376239,2020-04-13 12:14:32.004155
proj_778,project_id:03,Project 778,52598.162007024366,"[4987.623177207918, 6414.84554737325, 6971.8144573823965, 6513.900098018057, 5716.622850786798, 5734.921866609606, 4432.215497182589, 5605.807681457268, 6330.290612223398, 4341.392891238422, 6767.493120647989, 5527.875951618694, 5103.61285808371, 4042.218673150976, 4591.115198950797, 6198.778336233552, 5138.418173474104, 5631.321217716469]","[11049.381317556548, 11880.608039071803, 9989.666194705602, 11192.757856794877, 8065.204525278257, 10291.278269841278, 11603.299919608755, 11819.325741330755, 9705.197121765836, 10308.467836149668, 9110.929153472523, 9006.159455877967, 8156.435762241832, 8243.475738096757, 8739.817040259773, 9733.455450830248, 10387.169994466269, 9634.059486004502]",18,49.94140039240307,2020-04-14 12:14:32.024232
proj_178,project_id:03,Project 178,100345.52699163603,"[4653.619097427896, 6915.60721940145, 4648.847833500359, 6717.377323752311, 5853.609968498314, 5150.350652208992, 4585.285704948707, 4887.95487978068, 4676.867198757734, 4477.241430222619, 5343.617137986781, 4498.01667167967, 4561.158729068462, 5721.104712899034, 5326.287405615114, 6070.509506139111, 6464.711424536889, 4044.0587188291206, 6873.954125629243, 6167.463804838993, 4062.891593682223, 6121.5114935104575, 5333.015412124732, 6881.756253562144, 6038.112827936982, 5089.577005167387, 4002.8930151574855, 5316.765980457045, 5589.6664582878175, 4278.757179615265, 6942.842623765714, 5849.208428902056, 4150.448560661578]","[10136.611257872511, 11026.758066412203, 9265.989814178578, 10954.939280489034, 11264.734413312204, 8674.799845343287, 8843.496746887255, 11841.750717331128, 9054.96394207664, 8839.711888100857, 11934.023796499308, 8237.867176994803, 11102.146481930664, 8959.957749103463, 8837.669398843134, 10825.396761536209, 10484.602630134163, 9675.302964193892, 10451.133862270346, 11643.706720082017, 9645.530789307595, 8698.128765187126, 10483.130996424774, 11605.437855476608, 10274.546534026267, 11529.867955581538, 10148.609684941812, 9938.740525085797, 10130.822540479116, 8693.920927386398, 10466.263312807409, 10960.69050871102, 11251.682847039443]",33,58.041769406136915,2020-04-15 12:14:32.006155
proj_394,project_id:03,Project 394,60889.615044491366,"[5801.54800699649, 5465.297285370842, 5136.512733012419, 5474.900996425627, 4118.27235908149, 5432.0516731293155, 4561.500113637332, 6606.964235779755, 5545.753442151337, 5160.267513719021, 4687.866983217592, 4994.9659328569915, 6876.81955031337, 6297.896576437266, 5841.200591573665, 4557.976638474406, 4935.824254284402]","[9114.948192354483, 9829.652709704878, 8460.758641332994, 11894.862860994444, 9647.89787618324, 10481.948374135898, 10831.24397420351, 9625.881302490116, 11684.83993622589, 11830.340744675115, 11131.346374468752, 9711.50375845093, 8218.524514726629, 9983.909488263693, 11207.366070503609, 8672.790466275625, 10618.416907120205]",17,33.767660127484206,2020-04-15 12:14:32.014187
proj_876,project_id:03,Project 876,144317.36742839287,"[4143.887689259896, 5756.493676620304, 5623.128159239284, 5271.504262953863, 4281.617530136421, 5040.711584038804, 4036.937208994506, 6960.5901858852485, 6420.33450873272, 6556.530301512057, 5130.209030260506, 6011.0387095111555, 6315.600497633215, 4768.584716616567, 4607.673373464465, 6942.2178936940645, 6352.034274402982, 6491.779053122833]","[8375.319718477778, 9825.904467392302, 9007.924470105772, 10462.143680369245, 8375.206015505997, 9664.519698833801, 9292.962710884705, 11088.541493163697, 11680.758457506969, 8364.104849853948, 10743.470268264762, 10920.690645950712, 8128.425292274927, 8441.523950371464, 8729.617414600609, 8775.371280799662, 10161.373742569309, 11058.52018935993]",18,-49.842831129716394,2020-04-16 12:14:32.030737
proj_151,project_id:03,Project 151,85600.4944920277,"[4340.64799031062, 5977.799912080769, 6936.150263664331, 4419.915962199673, 6378.268624338205, 5672.562047525636, 4937.221827883173, 4632.357416417168, 4935.8453978020725, 4180.1107038977525, 6115.049710858052, 6335.8642028875, 5862.266666016079, 6593.158907464294, 5688.328103683039, 5133.511592138962, 4550.551627171116, 5555.203643499505, 6344.549964567379, 5456.380342704321, 6735.819414979058, 4405.572474207767, 4755.194631227458, 4230.490497755883, 5568.149065059728, 6574.905702714241, 5549.0639600395225, 6140.411099773513, 4153.16628470365]","[11223.60245559894, 10131.27419649689, 11059.772395133523, 10054.764344740455, 10863.837202597255, 11487.698962087354, 9172.430959474012, 9539.452860598425, 11279.450751587896, 10372.771108455472, 8809.44162365763, 11483.338111565346, 10522.631816106163, 8686.496958987389, 11520.43298378966, 10885.676433762057, 9692.51298117661, 11169.760177626527, 8000.983556057677, 9463.591168474077, 9846.001802845944, 8837.462234079368, 8483.615459194698, 10680.33538056885, 9979.468615828817, 8178.726725946014, 9052.540694812813, 9144.904724953614, 9056.860201448162]",29,52.477295399545994,2020-04-17 12:14:32.006155
proj_768,project_id:03,Project 768,83107.60717189572,"[4189.467918523096, 6398.050673973931, 4310.841880689215, 6801.23650273189, 5961.267502695504, 6754.346309714823, 4364.104138585017, 4521.299532292771, 6769.736478101317, 6794.2273267286255, 4983.697938238542, 5874.985096535425, 6277.0115574049705, 4603.831787695737]","[11586.223703923193, 10748.388242254405, 9611.377272057658, 10255.818319181995, 9912.298506230407, 8950.819401632367, 10725.683676025054, 8229.819091938454, 10154.913674314217, 8847.03237437797, 11621.052841328845, 10443.640612983087, 11847.707203565833, 10549.287351578281]",14,-21.932588561614608,2020-04-18 12:14:32.024232
proj_111,project_id:03,Project 111,131662.26015595457,"[6418.601241071722, 4610.657798189806, 5806.839440052249, 6913.6915781642065, 6659.437477979388, 4717.363744986131, 5370.302506164424, 6544.140112535568, 6306.983626485617, 6275.425103964727, 4808.869732540431, 4628.780321287871, 6742.612128241063, 6824.085305101322, 5446.478239834717, 4555.052215196009, 4048.975403652559, 4473.029974448066, 6923.383824863924, 6739.046671971564, 6472.875444953925, 6496.730615326314, 4207.372772122942, 5857.50121081705, 5227.528370714788, 4037.383028915086]","[11503.565180587555, 10229.27792412624, 9735.373733959186, 11602.620412476172, 8922.411692022271, 8847.826561840357, 11247.238078190521, 10698.580231987657, 11657.347150151587, 8394.528609213174, 9410.475728021029, 8480.912773765129, 11620.881228003316, 10207.767308284749, 10424.667673348044, 10025.876098636083, 11616.6812496031, 10996.390191294375, 11807.487050372072, 8053.757793247581, 8629.653643726027, 10136.742907762655, 8897.911976487803, 8828.746155308563, 8346.454330462953, 9343.499781139588]",26,-14.513447178321151,2020-04-19 12:14:32.005155
proj_260,project_id:03,Project 260,134236.04423052885,"[5989.93426375641, 5686.312896904001, 4198.580959639051, 5443.305392408654, 5609.449936205869, 6830.0905637225915, 5439.1268095894975, 5406.041323025753, 6147.588889356792, 4651.975374545226, 5893.45437142549, 4892.431469149941, 5503.510150365004, 4481.553980731078, 6904.371145049743, 5956.286150550276, 4279.450837345645, 6804.288057252992, 6479.234516321265, 5396.153703001611, 6105.94746999439, 4966.7103266425665, 5683.451408492745, 5447.265477017674, 4941.533616085861, 6341.995875199493, 5435.809973663396, 4705.225074737481, 4270.632753648761, 6923.622875599476, 5402.473383616449, 4467.226735821703, 6488.459500429006, 5464.7083633754655, 6258.2226628488515, 5726.902895818856]","[10801.353636257187, 9157.182857153844, 10247.797954042662, 9824.387223756654, 9359.231680249428, 11285.914294201473, 8267.36764015727, 8209.83429068338, 9001.891913467696, 10933.029196783757, 10325.350248979928, 11291.571370485244, 11909.453081097912, 11815.608843941216, 9072.842935470557, 11064.572511912605, 11498.454674861663, 9615.777159902313, 8999.24813467031, 8326.09067688827, 8527.962494612426, 11069.010658188958, 8925.209379347836, 11044.940472503626, 9270.542825597857, 8343.873903515363, 9327.315217632875, 10669.267600970248, 10138.283035968774, 11288.863175933342, 11633.286771435218, 8592.669388805782, 11224.795222274015, 11079.745976153135, 9405.83482067129, 11270.324129866045]",36,20.828617339584525,2020-04-20 12:14:32.009155
proj_448,project_id:03,Project 448,101504.87623095886,"[4351.807800304391, 4326.136696013012, 5168.191276441944, 6190.900779001496, 6619.96234037082, 5791.335010035273, 4398.76816124803, 4760.789267122361, 6730.754221134379, 4103.993992837703, 6920.298608656529, 6632.167355344998, 6183.509473040114, 5490.45806108282, 5424.152413337354, 6636.170497363, 4126.614194024558, 4108.337273260255, 6005.836696134386, 4982.677050457909, 5381.367085542286, 4439.066546972769, 5243.572916162459, 5013.042378488542, 5284.2743624774275, 6199.000108867223, 4873.780769493333, 5494.617452742004, 6124.0130561978185]","[10662.997646472853, 11867.659701766215, 11565.182132335738, 11258.195538136895, 9939.045868325356, 11034.749944428142, 9311.860865257957, 9270.215237494625, 11180.613795076693, 10469.184476710481, 8777.63974637637, 11987.86690646148, 10659.605418443463, 8040.212446040901, 9519.853688500856, 10716.073389074305, 10957.247697882622, 11862.231824977938, 11137.22209911558, 11915.657907326255, 9908.169966684713, 10582.227774058114, 9135.488892305968, 9169.336856611752, 11062.284943745128, 11697.158634481413, 8733.492623639324, 9015.194784453886, 11638.165770071882]",29,43.90366862744939,2020-04-21 12:14:32.016193
proj_159,project_id:03,Project 159,134765.14231718407,"[5670.258554929664, 4935.43189477148, 5186.170528168019, 6344.914276121455, 4362.524063041155, 4417.177909036104, 4832.329047722984, 6068.864194892255, 4881.309840535563, 4480.932492690712, 4003.5654619116126, 5521.381873229174, 6360.472190902134, 6552.348538192715, 5978.257451231056, 4764.0759492893585, 5190.975916535766, 6356.841614417781, 4638.438986291935, 5079.441470628432, 6870.606871390419, 5086.3355081761765, 6493.6436030603545, 5648.329703358432, 6583.036972560082, 5985.099755150129, 6989.291443776251, 4957.884114800778, 5710.8684513068465, 6580.70000367195, 4200.482821043328, 4963.822644157162, 6592.127167863802]","[9952.64113910912, 10758.01550768573, 10967.389943381262, 11168.549173120333, 8914.355248312571, 11434.827209575564, 8215.177552547899, 9142.866577443712, 10236.959444756887, 11593.639043774217, 9803.30065658522, 11793.213950301371, 10859.672539647692, 9326.640613315285, 8065.254886073224, 11949.268137655745, 8216.298561553547, 10158.290965792528, 9262.689342493066, 10567.068229182474, 9358.704402613603, 11702.774391974586, 8803.005674343098, 9743.452388671176, 11893.77835956766, 9393.163139443719, 10748.085730975457, 10573.704607172982, 8425.895005709746, 8903.4738119422, 9309.865171375213, 11547.350033539173, 9739.189805419415]",33,11.483294082525541,2020-04-24 12:14:32.006155
proj_268,project_id:03,Project 268,111424.69482261746,"[5121.621502887204, 5109.892580974996, 4274.882121207392, 5879.104944184386, 5588.553205098044, 6009.432949878748, 6729.867335741738, 5281.512097975867, 5637.169657448482, 4671.4660582548295, 5927.5869039854115, 5641.6677749665, 6641.130605448191, 6984.018769439042]","[9651.657036122713, 8280.821354722018, 11154.763783978433, 11286.113552665069, 8162.7396524348005, 8703.173138981112, 10450.224457421975, 8336.61565674535, 8427.056385648628, 10673.2073403653, 8939.522165357754, 8855.26045625449, 9083.96211593649, 8140.483431529462]",14,-54.54535989414075,2020-04-25 12:14:32.009155
proj_576,project_id:03,Project 576,65873.52577005928,"[4547.009747616628, 6196.700798437978, 5886.800696700259, 5026.529651463194, 5693.5373719154195, 5610.680544577129, 4007.1123465880773, 4434.268579354315, 4033.4843822739113, 6351.756702413482, 4387.553861138053, 4274.404328188063, 4706.970079290936, 4441.01519117999, 4375.037519814367, 4465.431763700191, 5499.153848141306, 5045.6036146684055, 6555.3550750962, 5777.209108526302, 5549.903277451695, 4349.782791418989, 4036.1657206164305, 4838.875775477611, 6754.083659944134, 5918.2806238584, 5856.103122783645]","[8197.416845104943, 11105.758093091627, 11630.888517296995, 9977.91793763787, 9097.538916098762, 9415.59906040919, 9842.476701028016, 9997.703409727217, 10403.560903579695, 8474.16314442517, 8725.888588068106, 8313.792166337464, 11222.708660984703, 9515.474476762603, 8057.61489897888, 11497.176231236796, 8880.959551788823, 10906.325388629568, 8480.851825129985, 11600.617362081537, 8948.588875651438, 8703.653035720348, 10657.151244262981, 10692.171841044586, 10052.224514614489, 11412.607121177864, 11746.765114717595]",27,95.73688023475613,2020-04-27 12:14:32.019227
proj_744,project_id:03,Project 744,70110.274888968,"[4366.9997773259165, 5184.5704022758555, 4984.889467551966, 5983.599289067946, 5435.095732122969, 6560.550646563545, 4208.028043455822, 6747.934761655235, 6534.596944682751, 6212.222076332924, 6295.921739300823, 6572.962632214772, 6030.274296558921, 5761.975486351527, 5365.659422979566, 5907.408477424201]","[8873.684950224873, 9991.401542686282, 8965.806803584437, 8579.624438503852, 10298.494477106577, 10159.122359511963, 10516.758403838929, 11072.540308026568, 8066.75017222585, 8343.67242128525, 9028.729026645586, 11392.463211617229, 8152.56442218632, 11223.391451857799, 10090.142209425932, 11332.70044371289]",16,-8.807721053970782,2020-04-27 12:14:32.024232
